Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q8BG95|MYPT2_MOUSE	Q8BG95	MYPT2_MOUSE	Ppp1r12b	976	Mus musculus	Protein phosphatase 1 regulatory subunit 12B	1:Experimental evidence at protein level	7.99	1.0000	0.9990	9	7	7	22	15	15	     0	     0	     0	1M(15.9949), 4M(15.9949), 8M(15.9949)		
sp|Q8BGD9|IF4B_MOUSE	Q8BGD9	IF4B_MOUSE	Eif4b	611	Mus musculus	Eukaryotic translation initiation factor 4B	1:Experimental evidence at protein level	14.57	1.0000	0.9990	7	7	7	16	16	16	     0	     0	     0			
sp|Q8BH61|F13A_MOUSE	Q8BH61	F13A_MOUSE	F13a1	732	Mus musculus	Coagulation factor XIII A chain	1:Experimental evidence at protein level	2.73	1.0000	0.9990	2	2	2	6	6	6	     0	     0	     0	5M(15.9949), N-term(42.0106)		
sp|Q8BH64|EHD2_MOUSE	Q8BH64	EHD2_MOUSE	Ehd2	543	Mus musculus	EH domain-containing protein 2	1:Experimental evidence at protein level	11.23	1.0000	0.9990	7	7	7	38	38	38	     0	     0	     0	1M(15.9949), 3M(15.9949)		
sp|Q8BJD1|ITIH5_MOUSE	Q8BJD1	ITIH5_MOUSE	Itih5	952	Mus musculus	Inter-alpha-trypsin inhibitor heavy chain H5	1:Experimental evidence at protein level	2.63	1.0000	0.9990	2	2	2	7	7	7	     0	     0	     0	1M(15.9949)		
sp|Q8BJW6|EIF2A_MOUSE	Q8BJW6	EIF2A_MOUSE	Eif2a	581	Mus musculus	Eukaryotic translation initiation factor 2A	1:Experimental evidence at protein level	4.13	1.0000	0.9990	2	2	2	6	6	6	     0	     0	     0			
sp|Q8BP67|RL24_MOUSE	Q8BP67	RL24_MOUSE	Rpl24	157	Mus musculus	Large ribosomal subunit protein eL24	1:Experimental evidence at protein level	19.11	1.0000	0.9990	3	3	3	16	16	16	     0	     0	     0	11M(15.9949)		
sp|Q8BTI8|SRRM2_MOUSE	Q8BTI8	SRRM2_MOUSE	Srrm2	2703	Mus musculus	Serine/arginine repetitive matrix protein 2	1:Experimental evidence at protein level	2.11	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0	13M(15.9949), 14M(15.9949)		
sp|Q8BTM8|FLNA_MOUSE	Q8BTM8	FLNA_MOUSE	Flna	2647	Mus musculus	Filamin-A	1:Experimental evidence at protein level	32.68	1.0000	0.9990	83	76	83	1620	1579	1620	     0	     0	     0	11M(15.9949), 12M(15.9949), 4M(15.9949), 5M(15.9949), 6M(15.9949), 7M(15.9949), 8M(15.9949), 9M(15.9949)		
sp|Q8BVA4|LMOD1_MOUSE	Q8BVA4	LMOD1_MOUSE	Lmod1	595	Mus musculus	Leiomodin-1	1:Experimental evidence at protein level	12.61	1.0000	0.9990	6	6	6	30	30	30	     0	     0	     0	21M(15.9949), 2M(15.9949)		
sp|Q8BZF8|PGM5_MOUSE	Q8BZF8	PGM5_MOUSE	Pgm5	567	Mus musculus	Phosphoglucomutase-like protein 5	1:Experimental evidence at protein level	4.06	1.0000	0.9990	2	2	2	8	8	8	     0	     0	     0	2M(15.9949), 4M(15.9949), 8M(15.9949)		
sp|Q8C052|MAP1S_MOUSE	Q8C052	MAP1S_MOUSE	Map1s	973	Mus musculus	Microtubule-associated protein 1S	1:Experimental evidence at protein level	2.06	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0			
sp|Q8C1B7|SEP11_MOUSE	Q8C1B7	SEP11_MOUSE	Septin11	431	Mus musculus	Septin-11	1:Experimental evidence at protein level	7.42	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0	N-term(42.0106)		
sp|Q8C3W1|CA198_MOUSE	Q8C3W1	CA198_MOUSE		322	Mus musculus	Uncharacterized protein C1orf198 homolog	1:Experimental evidence at protein level	10.25	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0			
sp|Q8CAQ8|MIC60_MOUSE	Q8CAQ8	MIC60_MOUSE	Immt	757	Mus musculus	MICOS complex subunit Mic60	1:Experimental evidence at protein level	6.34	1.0000	0.9990	4	4	4	8	8	8	     0	     0	     0	3M(15.9949), 7M(15.9949)		
sp|Q8CBW3|ABI1_MOUSE	Q8CBW3	ABI1_MOUSE	Abi1	481	Mus musculus	Abl interactor 1	1:Experimental evidence at protein level	6.03	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	15M(15.9949)		
sp|Q8CI51|PDLI5_MOUSE	Q8CI51	PDLI5_MOUSE	Pdlim5	591	Mus musculus	PDZ and LIM domain protein 5	1:Experimental evidence at protein level	6.09	1.0000	0.9990	2	2	2	10	10	10	     0	     0	     0			
sp|Q8CI94|PYGB_MOUSE	Q8CI94	PYGB_MOUSE	Pygb	843	Mus musculus	Glycogen phosphorylase, brain form	1:Experimental evidence at protein level	6.29	1.0000	0.9990	6	6	6	14	14	14	     0	     0	     0	3M(15.9949), 7M(15.9949), N-term(42.0106)		
sp|Q8JZQ9|EIF3B_MOUSE	Q8JZQ9	EIF3B_MOUSE	Eif3b	803	Mus musculus	Eukaryotic translation initiation factor 3 subunit B	1:Experimental evidence at protein level	2.49	1.0000	0.9990	2	2	2	6	6	6	     0	     0	     0			
sp|Q8K0E8|FIBB_MOUSE	Q8K0E8	FIBB_MOUSE	Fgb	481	Mus musculus	Fibrinogen beta chain	1:Experimental evidence at protein level	10.60	1.0000	0.9990	4	4	4	9	9	9	     0	     0	     0			
sp|Q8K4G1|LTBP4_MOUSE	Q8K4G1	LTBP4_MOUSE	Ltbp4	1666	Mus musculus	Latent-transforming growth factor beta-binding protein 4	1:Experimental evidence at protein level	2.10	1.0000	0.9990	3	3	3	8	8	8	     0	     0	     0			
sp|Q8K4L3|SVIL_MOUSE	Q8K4L3	SVIL_MOUSE	Svil	2170	Mus musculus	Supervillin	1:Experimental evidence at protein level	5.07	1.0000	0.9990	8	8	8	24	24	24	     0	     0	     0			
sp|Q8R050|ERF3A_MOUSE	Q8R050	ERF3A_MOUSE	Gspt1	636	Mus musculus	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	1:Experimental evidence at protein level	5.19	1.0000	0.9990	2	2	2	14	14	14	     0	     0	     0			
sp|Q8R081|HNRPL_MOUSE	Q8R081	HNRPL_MOUSE	Hnrnpl	586	Mus musculus	Heterogeneous nuclear ribonucleoprotein L	1:Experimental evidence at protein level	9.73	1.0000	0.9989	6	6	6	17	17	17	     0	     0	     0	10M(15.9949), 1M(15.9949)		
sp|Q8R1Q8|DC1L1_MOUSE	Q8R1Q8	DC1L1_MOUSE	Dync1li1	523	Mus musculus	Cytoplasmic dynein 1 light intermediate chain 1	1:Experimental evidence at protein level	4.21	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0			
sp|Q8R2Z5|VWA1_MOUSE	Q8R2Z5	VWA1_MOUSE	Vwa1	415	Mus musculus	von Willebrand factor A domain-containing protein 1	1:Experimental evidence at protein level	5.78	1.0000	0.9990	3	3	3	6	6	6	     0	     0	     0	5M(15.9949)		
sp|Q8VCF0|MAVS_MOUSE	Q8VCF0	MAVS_MOUSE	Mavs	503	Mus musculus	Mitochondrial antiviral-signaling protein	1:Experimental evidence at protein level	4.17	1.0000	0.9990	1	1	1	5	5	5	     0	     0	     0	1M(15.9949)		
sp|Q8VDD5|MYH9_MOUSE	Q8VDD5	MYH9_MOUSE	Myh9	1960	Mus musculus	Myosin-9	1:Experimental evidence at protein level	11.53	1.0000	0.9990	27	18	18	136	69	69	     0	     0	     0	12M(15.9949), 4M(15.9949), 8M(15.9949), 9M(15.9949)		
sp|Q8VDJ3|VIGLN_MOUSE	Q8VDJ3	VIGLN_MOUSE	Hdlbp	1268	Mus musculus	Vigilin	1:Experimental evidence at protein level	2.84	1.0000	0.9962	4	4	4	9	9	9	     0	     0	     0			
sp|Q8VDM4|PSMD2_MOUSE	Q8VDM4	PSMD2_MOUSE	Psmd2	908	Mus musculus	26S proteasome non-ATPase regulatory subunit 2	1:Experimental evidence at protein level	3.96	1.0000	0.9990	2	2	2	6	6	6	     0	     0	     0			
sp|Q8VDN2|AT1A1_MOUSE	Q8VDN2	AT1A1_MOUSE	Atp1a1	1023	Mus musculus	Sodium/potassium-transporting ATPase subunit alpha-1	1:Experimental evidence at protein level	4.50	1.0000	0.9990	5	4	5	13	10	13	     0	     0	     0			
sp|Q8VDW0|DX39A_MOUSE	Q8VDW0	DX39A_MOUSE	Ddx39a	427	Mus musculus	ATP-dependent RNA helicase DDX39A	1:Experimental evidence at protein level	6.79	1.0000	0.9990	2	0	2	52	0	52	     0	     0	     0			sp|Q9Z1N5|DX39B_MOUSE
sp|Q8VEE1|LMCD1_MOUSE	Q8VEE1	LMCD1_MOUSE	Lmcd1	365	Mus musculus	LIM and cysteine-rich domains protein 1	1:Experimental evidence at protein level	14.52	1.0000	0.9990	6	6	6	11	11	11	     0	     0	     0	1M(15.9949)		
sp|Q8VEK3|HNRPU_MOUSE	Q8VEK3	HNRPU_MOUSE	Hnrnpu	800	Mus musculus	Heterogeneous nuclear ribonucleoprotein U	1:Experimental evidence at protein level	12.12	1.0000	0.9990	7	7	7	17	17	17	     0	     0	     0	14C(57.0214), 17C(57.0214)		
sp|Q8VH51|RBM39_MOUSE	Q8VH51	RBM39_MOUSE	Rbm39	530	Mus musculus	RNA-binding protein 39	1:Experimental evidence at protein level	3.02	1.0000	0.9990	1	1	1	4	4	4	     0	     0	     0	14M(15.9949)		
sp|Q8VHX6|FLNC_MOUSE	Q8VHX6	FLNC_MOUSE	Flnc	2726	Mus musculus	Filamin-C	1:Experimental evidence at protein level	17.50	1.0000	0.9990	42	36	36	175	140	140	     0	     0	     0	11M(15.9949), 13M(15.9949), 6M(15.9949), 7M(15.9949)		
sp|Q8VHY0|CSPG4_MOUSE	Q8VHY0	CSPG4_MOUSE	Cspg4	2327	Mus musculus	Chondroitin sulfate proteoglycan 4	1:Experimental evidence at protein level	2.58	1.0000	0.9990	4	4	4	18	18	18	     0	     0	     0			
sp|Q8VI36|PAXI_MOUSE	Q8VI36	PAXI_MOUSE	Pxn	591	Mus musculus	Paxillin	1:Experimental evidence at protein level	4.40	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0			
sp|Q8VIJ6|SFPQ_MOUSE	Q8VIJ6	SFPQ_MOUSE	Sfpq	699	Mus musculus	Splicing factor, proline- and glutamine-rich	1:Experimental evidence at protein level	6.87	1.0000	0.9990	4	4	4	10	10	10	     0	     0	     0	2M(15.9949), 6M(15.9949)		
sp|Q91VC7|PP14A_MOUSE	Q91VC7	PP14A_MOUSE	Ppp1r14a	147	Mus musculus	Protein phosphatase 1 regulatory subunit 14A	1:Experimental evidence at protein level	8.16	1.0000	0.9990	2	2	2	6	6	6	     0	     0	     0			
sp|Q91VJ2|CAVN3_MOUSE	Q91VJ2	CAVN3_MOUSE	Cavin3	260	Mus musculus	Caveolae-associated protein 3	1:Experimental evidence at protein level	17.31	1.0000	0.9990	4	4	4	33	33	33	     0	     0	     0			
sp|Q91VM5|RMXL1_MOUSE	Q91VM5	RMXL1_MOUSE	Rbmxl1	388	Mus musculus	RNA binding motif protein, X-linked-like-1	2:Experimental evidence at transcript level	12.89	1.0000	0.9990	5	0	5	13	0	13	     0	     0	     0			sp|Q9WV02|RBMX_MOUSE
sp|Q91VW3|SH3L3_MOUSE	Q91VW3	SH3L3_MOUSE	Sh3bgrl3	93	Mus musculus	SH3 domain-binding glutamic acid-rich-like protein 3	1:Experimental evidence at protein level	19.35	1.0000	0.9982	2	2	2	3	3	3	     0	     0	     0			
sp|Q91WQ3|SYYC_MOUSE	Q91WQ3	SYYC_MOUSE	Yars1	528	Mus musculus	Tyrosine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	4.36	1.0000	0.9990	2	2	2	9	9	9	     0	     0	     0			
sp|Q91XV3|BASP1_MOUSE	Q91XV3	BASP1_MOUSE	Basp1	226	Mus musculus	Brain acid soluble protein 1	1:Experimental evidence at protein level	41.59	1.0000	0.9990	5	5	5	12	12	12	     0	     0	     0			
sp|Q91YE8|SYNP2_MOUSE	Q91YE8	SYNP2_MOUSE	Synpo2	1087	Mus musculus	Synaptopodin-2	1:Experimental evidence at protein level	23.64	1.0000	0.9990	19	19	19	137	137	137	     0	     0	     0	1M(15.9949), 2M(15.9949), 3M(15.9949), 4M(15.9949), 7M(15.9949), 9M(15.9949)		
sp|Q91YR9|PTGR1_MOUSE	Q91YR9	PTGR1_MOUSE	Ptgr1	329	Mus musculus	Prostaglandin reductase 1	1:Experimental evidence at protein level	2.43	1.0000	0.9987	1	1	1	6	6	6	     0	     0	     0	1M(15.9949), 2M(15.9949)		
sp|Q921I1|TRFE_MOUSE	Q921I1	TRFE_MOUSE	Tf	697	Mus musculus	Serotransferrin	1:Experimental evidence at protein level	8.61	1.0000	0.9990	5	5	5	64	64	64	     0	     0	     0			
sp|Q921U8|SMTN_MOUSE	Q921U8	SMTN_MOUSE	Smtn	923	Mus musculus	Smoothelin	1:Experimental evidence at protein level	22.75	1.0000	0.9990	21	21	21	91	91	91	     0	     0	     0	1M(15.9949), 9M(15.9949)		
sp|Q922D8|C1TC_MOUSE	Q922D8	C1TC_MOUSE	Mthfd1	935	Mus musculus	C-1-tetrahydrofolate synthase, cytoplasmic	1:Experimental evidence at protein level	4.92	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0	8M(15.9949)		
sp|Q922J3|CLIP1_MOUSE	Q922J3	CLIP1_MOUSE	Clip1	1391	Mus musculus	CAP-Gly domain-containing linker protein 1	1:Experimental evidence at protein level	3.24	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0			
sp|Q922U2|K2C5_MOUSE	Q922U2	K2C5_MOUSE	Krt5	580	Mus musculus	Keratin, type II cytoskeletal 5	1:Experimental evidence at protein level	15.69	1.0000	0.9990	10	7	7	37	25	25	     0	     0	     0			
sp|Q922Y1|UBXN1_MOUSE	Q922Y1	UBXN1_MOUSE	Ubxn1	297	Mus musculus	UBX domain-containing protein 1	1:Experimental evidence at protein level	5.72	1.0000	0.9943	2	2	2	2	2	2	     0	     0	     0	1M(15.9949)		
sp|Q925B0|PAWR_MOUSE	Q925B0	PAWR_MOUSE	Pawr	333	Mus musculus	PRKC apoptosis WT1 regulator protein	1:Experimental evidence at protein level	20.12	1.0000	0.9990	4	4	4	39	39	39	     0	     0	     0			
sp|Q99JI1|MSTN1_MOUSE	Q99JI1	MSTN1_MOUSE	Mustn1	82	Mus musculus	Musculoskeletal embryonic nuclear protein 1	1:Experimental evidence at protein level	31.71	1.0000	0.9990	2	2	2	6	6	6	     0	     0	     0			
sp|Q99K41|EMIL1_MOUSE	Q99K41	EMIL1_MOUSE	Emilin1	1017	Mus musculus	EMILIN-1	1:Experimental evidence at protein level	9.14	1.0000	0.9990	8	8	8	17	17	17	     0	     0	     0			
sp|Q99KC8|VMA5A_MOUSE	Q99KC8	VMA5A_MOUSE	Vwa5a	793	Mus musculus	von Willebrand factor A domain-containing protein 5A	1:Experimental evidence at protein level	3.66	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0	13M(15.9949), 3M(15.9949), 7M(15.9949), 9M(15.9949)		
sp|Q99KI0|ACON_MOUSE	Q99KI0	ACON_MOUSE	Aco2	780	Mus musculus	Aconitate hydratase, mitochondrial	1:Experimental evidence at protein level	3.21	1.0000	0.9988	2	2	2	3	3	3	     0	     0	     0			
sp|Q99KN9|EPN4_MOUSE	Q99KN9	EPN4_MOUSE	Clint1	631	Mus musculus	Clathrin interactor 1	1:Experimental evidence at protein level	6.02	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|Q99LF4|RTCB_MOUSE	Q99LF4	RTCB_MOUSE	Rtcb	505	Mus musculus	RNA-splicing ligase RtcB homolog	1:Experimental evidence at protein level	6.93	1.0000	0.9990	2	2	2	19	19	19	     0	     0	     0	1M(15.9949)		
sp|Q99P72|RTN4_MOUSE	Q99P72	RTN4_MOUSE	Rtn4	1162	Mus musculus	Reticulon-4	1:Experimental evidence at protein level	4.30	1.0000	0.9990	3	3	3	36	36	36	     0	     0	     0			
sp|Q99PL5|RRBP1_MOUSE	Q99PL5	RRBP1_MOUSE	Rrbp1	1605	Mus musculus	Ribosome-binding protein 1	1:Experimental evidence at protein level	10.53	1.0000	0.9990	13	13	13	28	28	28	     0	     0	     0	3M(15.9949)		
sp|Q9CPR4|RL17_MOUSE	Q9CPR4	RL17_MOUSE	Rpl17	184	Mus musculus	Large ribosomal subunit protein uL22	1:Experimental evidence at protein level	25.54	1.0000	0.9990	4	3	4	13	12	13	     0	     0	     0			
sp|Q9CQ19|MYL9_MOUSE	Q9CQ19	MYL9_MOUSE	Myl9	172	Mus musculus	Myosin regulatory light polypeptide 9	1:Experimental evidence at protein level	44.77	1.0000	0.9990	8	4	8	145	124	145	     0	     0	     0	5M(15.9949), 6M(15.9949), 8M(15.9949), 9M(15.9949)		
sp|Q9CX86|ROA0_MOUSE	Q9CX86	ROA0_MOUSE	Hnrnpa0	305	Mus musculus	Heterogeneous nuclear ribonucleoprotein A0	1:Experimental evidence at protein level	14.10	1.0000	0.9988	3	2	2	8	2	2	     0	     0	     0	12C(57.0214)		
sp|Q9CXW4|RL11_MOUSE	Q9CXW4	RL11_MOUSE	Rpl11	178	Mus musculus	Large ribosomal subunit protein uL5	1:Experimental evidence at protein level	11.80	1.0000	0.9989	2	2	2	5	5	5	     0	     0	     0	11M(15.9949), N-term(42.0106)		
sp|Q9CY57|CHTOP_MOUSE	Q9CY57	CHTOP_MOUSE	Chtop	249	Mus musculus	Chromatin target of PRMT1 protein	1:Experimental evidence at protein level	6.43	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0	5M(15.9949)		
sp|Q9CY58|SERB1_MOUSE	Q9CY58	SERB1_MOUSE	Serbp1	407	Mus musculus	SERPINE1 mRNA-binding protein 1	1:Experimental evidence at protein level	19.90	1.0000	0.9990	8	8	8	111	111	111	     0	     0	     0	2M(15.9949)		
sp|Q9CZM2|RL15_MOUSE	Q9CZM2	RL15_MOUSE	Rpl15	204	Mus musculus	Large ribosomal subunit protein eL15	1:Experimental evidence at protein level	7.84	1.0000	0.9962	2	2	2	7	7	7	     0	     0	     0			
sp|Q9CZN7|GLYM_MOUSE	Q9CZN7	GLYM_MOUSE	Shmt2	504	Mus musculus	Serine hydroxymethyltransferase, mitochondrial	1:Experimental evidence at protein level	8.53	1.0000	0.9990	2	2	2	54	54	54	     0	     0	     0			
sp|Q9CZX8|RS19_MOUSE	Q9CZX8	RS19_MOUSE	Rps19	145	Mus musculus	Small ribosomal subunit protein eS19	1:Experimental evidence at protein level	44.14	1.0000	0.9990	10	10	10	39	39	39	     0	     0	     0	8M(15.9949)		
sp|Q9D0E1|HNRPM_MOUSE	Q9D0E1	HNRPM_MOUSE	Hnrnpm	729	Mus musculus	Heterogeneous nuclear ribonucleoprotein M	1:Experimental evidence at protein level	28.26	1.0000	0.9990	22	21	22	79	76	79	     0	     0	     0	1M(15.9949), 5M(15.9949), 6M(15.9949), 9M(15.9949)		
sp|Q9D1G1|RAB1B_MOUSE	Q9D1G1	RAB1B_MOUSE	Rab1b	201	Mus musculus	Ras-related protein Rab-1B	1:Experimental evidence at protein level	7.46	1.0000	0.9990	1	1	1	5	5	5	     0	     0	     0	1M(15.9949)		
sp|Q9D1J3|SARNP_MOUSE	Q9D1J3	SARNP_MOUSE	Sarnp	210	Mus musculus	SAP domain-containing ribonucleoprotein	1:Experimental evidence at protein level	18.57	1.0000	0.9986	4	4	4	12	12	12	     0	     0	     0			
sp|Q9D1R9|RL34_MOUSE	Q9D1R9	RL34_MOUSE	Rpl34	117	Mus musculus	Large ribosomal subunit protein eL34	1:Experimental evidence at protein level	20.51	1.0000	0.9990	4	4	4	11	11	11	     0	     0	     0			
sp|Q9D312|K1C20_MOUSE	Q9D312	K1C20_MOUSE	Krt20	431	Mus musculus	Keratin, type I cytoskeletal 20	1:Experimental evidence at protein level	7.66	1.0000	0.9990	3	2	2	8	5	5	     0	     0	     0			
sp|Q9D8E6|RL4_MOUSE	Q9D8E6	RL4_MOUSE	Rpl4	419	Mus musculus	Large ribosomal subunit protein uL4	1:Experimental evidence at protein level	16.71	1.0000	0.9990	8	8	8	66	66	66	     0	     0	     0	1M(15.9949), 2M(15.9949), 7M(15.9949)		
sp|Q9D8N0|EF1G_MOUSE	Q9D8N0	EF1G_MOUSE	Eef1g	437	Mus musculus	Elongation factor 1-gamma	1:Experimental evidence at protein level	3.89	1.0000	0.9990	2	2	2	11	11	11	     0	     0	     0			
sp|Q9D8Y0|EFHD2_MOUSE	Q9D8Y0	EFHD2_MOUSE	Efhd2	240	Mus musculus	EF-hand domain-containing protein D2	1:Experimental evidence at protein level	13.75	1.0000	0.9990	4	4	4	9	9	9	     0	     0	     0			
sp|Q9DAW9|CNN3_MOUSE	Q9DAW9	CNN3_MOUSE	Cnn3	330	Mus musculus	Calponin-3	1:Experimental evidence at protein level	17.58	1.0000	0.9990	6	5	6	18	15	18	     0	     0	     0	15M(15.9949), 2M(15.9949), 7M(15.9949)		
sp|Q9DBJ1|PGAM1_MOUSE	Q9DBJ1	PGAM1_MOUSE	Pgam1	254	Mus musculus	Phosphoglycerate mutase 1	1:Experimental evidence at protein level	16.54	1.0000	0.9990	4	1	4	21	12	21	     0	     0	     0	2M(15.9949), 3M(15.9949), 9M(15.9949)		
sp|Q9DBR7|MYPT1_MOUSE	Q9DBR7	MYPT1_MOUSE	Ppp1r12a	1029	Mus musculus	Protein phosphatase 1 regulatory subunit 12A	1:Experimental evidence at protein level	24.49	1.0000	0.9990	28	26	28	188	181	188	     0	     0	     0	10M(15.9949), 5M(15.9949), 6M(15.9949)		
sp|Q9DCV7|K2C7_MOUSE	Q9DCV7	K2C7_MOUSE	Krt7	457	Mus musculus	Keratin, type II cytoskeletal 7	1:Experimental evidence at protein level	28.88	1.0000	0.9990	16	11	14	72	47	66	     0	     0	     0	6M(15.9949), N-term(42.0106)		
sp|Q9EPC1|PARVA_MOUSE	Q9EPC1	PARVA_MOUSE	Parva	372	Mus musculus	Alpha-parvin	1:Experimental evidence at protein level	5.11	1.0000	0.9990	2	1	2	10	6	10	     0	     0	     0	N-term(42.0106)		
sp|Q9EQP2|EHD4_MOUSE	Q9EQP2	EHD4_MOUSE	Ehd4	541	Mus musculus	EH domain-containing protein 4	1:Experimental evidence at protein level	2.77	1.0000	0.9990	1	1	1	4	4	4	     0	     0	     0	4M(15.9949)		
sp|Q9ET54|PALLD_MOUSE	Q9ET54	PALLD_MOUSE	Palld	1408	Mus musculus	Palladin	1:Experimental evidence at protein level	4.69	1.0000	0.9990	6	6	6	19	19	19	     0	     0	     0	2M(15.9949), 4M(15.9949)		
sp|Q9ET78|JPH2_MOUSE	Q9ET78	JPH2_MOUSE	Jph2	696	Mus musculus	Junctophilin-2	1:Experimental evidence at protein level	4.45	1.0000	0.9984	3	3	3	4	4	4	     0	     0	     0			
sp|Q9JHL1|NHRF2_MOUSE	Q9JHL1	NHRF2_MOUSE	Nherf2	337	Mus musculus	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	1:Experimental evidence at protein level	9.50	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0			
sp|Q9JK53|PRELP_MOUSE	Q9JK53	PRELP_MOUSE	Prelp	378	Mus musculus	Prolargin	1:Experimental evidence at protein level	10.85	1.0000	0.9990	4	4	4	24	24	24	     0	     0	     0	3M(15.9949)		
sp|Q9JKS4|LDB3_MOUSE	Q9JKS4	LDB3_MOUSE	Ldb3	723	Mus musculus	LIM domain-binding protein 3	1:Experimental evidence at protein level	4.98	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0			
sp|Q9JKX8|UPK3A_MOUSE	Q9JKX8	UPK3A_MOUSE	Upk3a	287	Mus musculus	Uroplakin-3a	2:Experimental evidence at transcript level	9.41	1.0000	0.9990	3	3	3	15	15	15	     0	     0	     0			
sp|Q9JLV1|BAG3_MOUSE	Q9JLV1	BAG3_MOUSE	Bag3	577	Mus musculus	BAG family molecular chaperone regulator 3	1:Experimental evidence at protein level	8.84	1.0000	0.9990	4	4	4	10	10	10	     0	     0	     0			
sp|Q9QXN0|SHRM3_MOUSE	Q9QXN0	SHRM3_MOUSE	Shroom3	1986	Mus musculus	Protein Shroom3	1:Experimental evidence at protein level	1.41	1.0000	0.9990	2	2	2	6	6	6	     0	     0	     0	1M(15.9949)		
sp|Q9QXS1|PLEC_MOUSE	Q9QXS1	PLEC_MOUSE	Plec	4691	Mus musculus	Plectin	1:Experimental evidence at protein level	6.91	1.0000	0.9990	32	32	32	96	96	96	     0	     0	     0	1M(15.9949), 2M(15.9949), 4M(15.9949)		
sp|Q9QXS6|DREB_MOUSE	Q9QXS6	DREB_MOUSE	Dbn1	706	Mus musculus	Drebrin	1:Experimental evidence at protein level	3.54	1.0000	0.9990	2	2	2	9	9	9	     0	     0	     0			
sp|Q9QYB5|ADDG_MOUSE	Q9QYB5	ADDG_MOUSE	Add3	706	Mus musculus	Gamma-adducin	1:Experimental evidence at protein level	3.68	1.0000	0.9986	3	3	3	6	6	6	     0	     0	     0	9M(15.9949)		
sp|Q9QYC0|ADDA_MOUSE	Q9QYC0	ADDA_MOUSE	Add1	735	Mus musculus	Alpha-adducin	1:Experimental evidence at protein level	6.12	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
sp|Q9QYR6|MAP1A_MOUSE	Q9QYR6	MAP1A_MOUSE	Map1a	2776	Mus musculus	Microtubule-associated protein 1A	1:Experimental evidence at protein level	1.91	1.0000	0.9990	4	3	3	8	5	5	     0	     0	     0	15M(15.9949)		
sp|Q9QZE5|COPG1_MOUSE	Q9QZE5	COPG1_MOUSE	Copg1	874	Mus musculus	Coatomer subunit gamma-1	1:Experimental evidence at protein level	2.63	1.0000	0.9990	1	1	1	5	5	5	     0	     0	     0	9M(15.9949)		
sp|Q9QZQ8|H2AY_MOUSE	Q9QZQ8	H2AY_MOUSE	Macroh2a1	369	Mus musculus	Core histone macro-H2A.1	1:Experimental evidence at protein level	5.42	1.0000	0.9981	2	1	2	9	3	9	     0	     0	     0			
sp|Q9R0P5|DEST_MOUSE	Q9R0P5	DEST_MOUSE	Dstn	165	Mus musculus	Destrin	1:Experimental evidence at protein level	22.42	1.0000	0.9990	4	3	4	132	126	132	     0	     0	     0	1M(15.9949)		
sp|Q9R0P9|UCHL1_MOUSE	Q9R0P9	UCHL1_MOUSE	Uchl1	223	Mus musculus	Ubiquitin carboxyl-terminal hydrolase isozyme L1	1:Experimental evidence at protein level	18.83	1.0000	0.9987	3	3	3	4	4	4	     0	     0	     0			
sp|Q9R1P4|PSA1_MOUSE	Q9R1P4	PSA1_MOUSE	Psma1	263	Mus musculus	Proteasome subunit alpha type-1	1:Experimental evidence at protein level	19.01	1.0000	0.9990	4	4	4	8	8	8	     0	     0	     0			
sp|Q9WTI7|MYO1C_MOUSE	Q9WTI7	MYO1C_MOUSE	Myo1c	1063	Mus musculus	Unconventional myosin-Ic	1:Experimental evidence at protein level	3.39	1.0000	0.9989	4	4	4	11	11	11	     0	     0	     0	3M(15.9949)		
sp|Q9WTQ5|AKA12_MOUSE	Q9WTQ5	AKA12_MOUSE	Akap12	1684	Mus musculus	A-kinase anchor protein 12	1:Experimental evidence at protein level	4.75	1.0000	0.9990	6	6	6	13	13	13	     0	     0	     0			
